id,R1-DN,R1-DP,R1-INT,R1-PRESORT,R1-SP,R2-DN,R2-DP,R2-INT,R2-PRESORT,R2-SP
ENSE00001126577_038 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,24.0,0.0
ENSE00001126577_040 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,27.0,0.0
ENSE00001126577_041 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,83.0,0.0,184.0,0.0,0.0,32.0,0.0,105.0,0.0
ENSE00001126577_044 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001126577_045 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001126577_046 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001126577_047 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,149.0,0.0,84.0,0.0,0.0,522.0,0.0,525.0,58.0
ENSE00001126577_048 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,42.0,0.0,63.0,0.0,0.0,58.0,0.0,57.0,0.0
ENSE00001126577_049 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001126577_050 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,0.0,3.0,20.0,0.0,0.0,0.0,284.0,150.0,0.0
ENSE00001126577_051 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,26.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001126577_052 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,30.0,0.0,0.0,0.0,0.0,101.0,0.0,103.0,0.0
ENSE00001126577_053 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,633.0,0.0,233.0,0.0,0.0,94.0,0.0,0.0,0.0
ENSE00001126577_054 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,146.0,0.0,191.0,0.0,0.0,702.0,0.0,462.0,0.0
ENSE00001126577_055 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,49.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001126577_059 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,345.0,0.0
ENSE00001126577_060 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,0.0,54.0,0.0,43.0,0.0,0.0,663.0,201.0,75.0
ENSE00001126577_062 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0
ENSE00001126577_064 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,0.0,0.0,0.0,0.0,0.0,818.0,0.0,548.0,0.0
ENSE00001126577_065 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,450.0,0.0,146.0,0.0,1.0,448.0,0.0,426.0,0.0
ENSE00001126577_066 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,1342.0,126.0,939.0,313.0,0.0,2274.0,0.0,440.0,74.0
ENSE00001126577_067 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,222.0,14.0,174.0,0.0,0.0,1053.0,0.0,207.0,0.0
ENSE00001126577_069 mut chr3:52552501-52552670 strand=1 len=51.78.41,0.0,230.0,1.0,65.0,0.0,0.0,44.0,14.0,26.0,0.0
ENSE00001126660 chr11:7614319-7614488 strand=1 len=44.93.33 ccds=CCDS31419.1,0.0,0.0,7.0,22.0,88.0,0.0,1.0,1.0,20.0,25.0
ENSE00001127082 chr20:17492588-17492757 strand=-1 len=33.93.44 ccds=CCDS13126.1,0.0,0.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,4.0
"ENSE00001127186 chr19:50216185-50216354 strand=1 len=44.93.33 ccds=CCDS46147.1,CCDS12779.1,CCDS12779.1",0.0,12.0,3.0,7.0,1.0,0.0,10.0,16.0,17.0,0.0
ENSE00001127375 chr8:43048853-43049022 strand=1 len=47.87.36 ccds=CCDS47852.1,2.0,93.0,8.0,144.0,2054.0,0.0,5.0,26.0,82.0,364.0
ENSE00001127386 chr4:155463306-155463475 strand=-1 len=33.93.44 ccds=CCDS34083.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
ENSE00001127625 chr1:40097130-40097299 strand=-1 len=38.84.48 ccds=CCDS439.1,1.0,7.0,2.0,16.0,74.0,2.0,7.0,6.0,52.0,119.0
ENSE00001127968 chr11:111915818-111915987 strand=1 len=44.93.33 ccds=CCDS8354.1,0.0,5.0,1.0,43.0,278.0,0.0,2.0,4.0,20.0,127.0
ENSE00001128200 chr5:138738270-138738439 strand=-1 len=47.66.57 ccds=CCDS47274.1,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0
"ENSE00001128382 chrX:37961551-37961720 strand=1 len=44.93.33 ccds=CCDS14244.1,CCDS14244.1",0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,10.0
ENSE00001128382_001 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0
ENSE00001128382_002 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
ENSE00001128382_003 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0
ENSE00001128382_004 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0
ENSE00001128382_005 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_008 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
ENSE00001128382_009 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,7.0
ENSE00001128382_010 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_011 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,2.0,1.0,10.0,0.0,2.0,0.0,1.0,2.0
ENSE00001128382_012 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_014 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0
ENSE00001128382_015 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
ENSE00001128382_016 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_019 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
ENSE00001128382_020 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_023 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSE00001128382_024 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSE00001128382_025 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0
ENSE00001128382_027 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSE00001128382_028 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSE00001128382_030 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00001128382_032 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
ENSE00001128382_033 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,2.0,4.0
ENSE00001128382_034 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
ENSE00001128382_035 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSE00001128382_036 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
ENSE00001128382_037 mut chrX:37961551-37961720 strand=1 len=44.93.33,2.0,1.0,0.0,40.0,103.0,0.0,0.0,3.0,50.0,100.0
ENSE00001128382_038 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,4.0,1.0,56.0,595.0,0.0,0.0,10.0,187.0,595.0
ENSE00001128382_040 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_041 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_042 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00001128382_044 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00001128382_045 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00001128382_046 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
ENSE00001128382_048 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_049 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_050 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0
ENSE00001128382_051 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
ENSE00001128382_052 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
ENSE00001128382_053 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,8.0,11.0
ENSE00001128382_054 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0
ENSE00001128382_055 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_057 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0
ENSE00001128382_063 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSE00001128382_064 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ENSE00001128382_065 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
ENSE00001128382_066 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128382_067 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,4.0,7.0,32.0,84.0,2.0,2.0,3.0,42.0,57.0
ENSE00001128382_068 mut chrX:37961551-37961720 strand=1 len=44.93.33,1.0,1.0,0.0,18.0,39.0,0.0,1.0,9.0,25.0,57.0
ENSE00001128382_069 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
ENSE00001128382_071 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,909.0,0.0,220.0,0.0,0.0,264.0,2.0,206.0,12.0
ENSE00001128382_072 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,4637.0,47.0,1887.0,29.0,0.0,692.0,0.0,218.0,0.0
ENSE00001128382_073 mut chrX:37961551-37961720 strand=1 len=44.93.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00001128456 chr2:167084127-167084296 strand=-1 len=53.54.63 ccds=CCDS46441.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
ENSE00001128844 chr11:47837460-47837629 strand=-1 len=38.84.48 ccds=CCDS31484.1,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,10.0
"ENSE00001128940 chr8:40625125-40625294 strand=-1 len=35.90.45 ccds=CCDS34885.1,CCDS47848.1",0.0,0.0,3.0,8.0,22.0,0.0,0.0,0.0,14.0,7.0
"ENSE00001129789 chr11:118067414-118067583 strand=-1 len=36.87.47 ccds=CCDS8391.1,CCDS41723.1",0.0,15.0,0.0,9.0,0.0,0.0,15.0,0.0,10.0,1.0
ENSE00001129810 chr3:51126605-51126774 strand=1 len=69.42.59 ccds=CCDS46835.1,0.0,3.0,53.0,45.0,54.0,0.0,4.0,81.0,58.0,59.0
ENSE00001129962 chr2:189871600-189871769 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,297.0,64.0,223.0,0.0,0.0,265.0,0.0,21.0,0.0
ENSE00001129994 chr2:189868397-189868566 strand=1 len=63.54.53 ccds=CCDS2297.1,2.0,3.0,2.0,46.0,105.0,0.0,0.0,4.0,62.0,131.0
ENSE00001130000 chr2:189868074-189868243 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,3.0
ENSE00001130016 chr2:189866961-189867130 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,24.0,2.0,8.0,0.0,0.0,25.0,5.0,23.0,0.0
ENSE00001130031 chr2:189864505-189864674 strand=1 len=63.54.53 ccds=CCDS2297.1,2.0,4.0,3.0,75.0,617.0,13.0,16.0,1.0,188.0,494.0
ENSE00001130041 chr2:189863970-189864139 strand=1 len=41.99.30 ccds=CCDS2297.1,189.0,330.0,114.0,2755.0,2355.0,276.0,268.0,293.0,796.0,2579.0
ENSE00001130050 chr2:189863332-189863501 strand=1 len=68.45.57 ccds=CCDS2297.1,1.0,152.0,0.0,54.0,0.0,0.0,50.0,0.0,57.0,4.0
ENSE00001130057 chr2:189862929-189863098 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
ENSE00001130064 chr2:189862363-189862532 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,5.0,6.0
ENSE00001130075 chr2:189861828-189861997 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
ENSE00001130079 chr2:189861083-189861252 strand=1 len=41.99.30 ccds=CCDS2297.1,1080.0,1617.0,1034.0,9737.0,14127.0,374.0,724.0,467.0,1632.0,6498.0
ENSE00001130085 chr2:189860788-189860957 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,19.0,12.0,45.0,118.0,0.0,10.0,15.0,125.0,319.0
ENSE00001130091 chr2:189860377-189860546 strand=1 len=41.99.30 ccds=CCDS2297.1,63.0,487.0,687.0,3551.0,8504.0,52.0,605.0,584.0,10156.0,38930.0
ENSE00001130094 chr2:189859709-189859878 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,20.0,4.0,33.0,62.0,0.0,2.0,6.0,93.0,260.0
ENSE00001130103 chr2:189859204-189859373 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,4.0,8.0,22.0,33.0,0.0,4.0,7.0,36.0,29.0
ENSE00001130107 chr2:189858919-189859088 strand=1 len=41.99.30 ccds=CCDS2297.1,90.0,141.0,329.0,2816.0,3470.0,117.0,196.0,62.0,2820.0,13072.0
ENSE00001130112 chr2:189858696-189858865 strand=1 len=68.45.57 ccds=CCDS2297.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
ENSE00001130118 chr2:189858046-189858215 strand=1 len=41.99.30 ccds=CCDS2297.1,0.0,40.0,0.0,8.0,0.0,0.0,69.0,0.0,28.0,0.0
ENSE00001130125 chr2:189857550-189857719 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,0.0,3.0,10.0,21.0,0.0,0.0,2.0,17.0,19.0
ENSE00001130145 chr2:189854970-189855139 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSE00001130149 chr2:189854759-189854928 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,2.0,58.0,31.0,30.0,0.0,2.0,65.0,18.0,44.0
ENSE00001130157 chr2:189852744-189852913 strand=1 len=63.54.53 ccds=CCDS2297.1,0.0,84.0,5.0,34.0,0.0,0.0,77.0,2.0,58.0,0.0
ENSE00001130161 chr2:189851735-189851904 strand=1 len=50.81.39 ccds=CCDS2297.1,0.0,0.0,9.0,1.0,1.0,0.0,0.0,5.0,7.0,3.0
ENSE00001130164 chr2:162223935-162224104 strand=1 len=54.72.44 ccds=CCDS46437.1,0.0,1.0,5.0,7.0,25.0,4.0,53.0,85.0,710.0,3422.0
ENSE00001130170 chr2:189849858-189850027 strand=1 len=65.51.54 ccds=CCDS2297.1,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,8.0
ENSE00001130423 chr7:100319538-100319707 strand=1 len=47.87.36 ccds=CCDS5705.1,0.0,195.0,37.0,280.0,24.0,1.0,377.0,41.0,71.0,7.0
ENSE00001130811 chr4:175577837-175578006 strand=-1 len=57.45.68 ccds=CCDS3822.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSE00001131019 chr19:16301268-16301437 strand=1 len=63.54.53 ccds=CCDS12341.1,17.0,64.0,205.0,1804.0,3135.0,2.0,45.0,165.0,173.0,715.0
ENSE00001131076 chr4:16176243-16176412 strand=-1 len=50.60.60 ccds=CCDS47030.1,0.0,14.0,0.0,2.0,0.0,0.0,37.0,1.0,19.0,1.0
ENSE00001131358 chr5:132428347-132428516 strand=1 len=45.90.35 ccds=CCDS4166.1,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSE00001131391 chr11:117030605-117030774 strand=1 len=45.90.35 ccds=CCDS8380.1,1.0,0.0,0.0,6.0,23.0,0.0,0.0,2.0,6.0,10.0
"ENSE00001131625 chr12:110641622-110641791 strand=1 len=47.87.36 ccds=CCDS41831.1,CCDS41831.1",0.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,5.0,10.0
ENSE00001131917 chr16:46617879-46618048 strand=-1 len=36.87.47 ccds=CCDS10720.1,0.0,4.0,8.0,18.0,3.0,0.0,7.0,1.0,10.0,0.0
"ENSE00001132217 chr13:30071334-30071503 strand=1 len=41.99.30 ccds=CCDS45022.1,CCDS41874.1",0.0,0.0,50.0,1080.0,1671.0,6.0,1.0,53.0,1047.0,5956.0
ENSE00001132906 chr4:99397508-99397677 strand=-1 len=56.48.66 ccds=CCDS3646.1,0.0,4.0,3.0,54.0,93.0,0.0,1.0,4.0,21.0,36.0
ENSE00001132943 chr4:99428775-99428944 strand=-1 len=54.51.65 ccds=CCDS3646.1,0.0,0.0,0.0,1.0,3.0,0.0,7.0,1.0,11.0,19.0
ENSE00001133183 chr4:17510861-17511030 strand=-1 len=33.93.44 ccds=CCDS3421.1,0.0,3.0,3.0,17.0,118.0,0.0,1.0,3.0,27.0,59.0
"ENSE00001133186 chr3:29941131-29941300 strand=1 len=65.51.54 ccds=CCDS33724.1,CCDS33726.1",0.0,0.0,3.0,6.0,21.0,1.0,2.0,3.0,23.0,57.0
ENSE00001133186_001 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0
ENSE00001133186_002 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,9.0,3.0
ENSE00001133186_003 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,9.0,43.0
ENSE00001133186_004 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,3.0,16.0
ENSE00001133186_005 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,1.0,9.0,0.0,0.0,3.0,3.0,12.0
ENSE00001133186_006 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,2.0,26.0,38.0,0.0,0.0,4.0,33.0,77.0
ENSE00001133186_007 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,1.0,6.0,14.0,0.0,7.0,0.0,18.0,24.0
ENSE00001133186_008 mut chr3:29941131-29941300 strand=1 len=65.51.54,1.0,0.0,5.0,2.0,4.0,0.0,0.0,2.0,8.0,7.0
ENSE00001133186_009 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,14.0
ENSE00001133186_010 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,6.0,0.0,8.0,0.0,0.0,3.0,0.0,3.0,0.0
ENSE00001133186_011 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,14.0
ENSE00001133186_012 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,7.0,24.0
ENSE00001133186_013 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ENSE00001133186_014 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
ENSE00001133186_015 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,2.0,4.0,5.0,10.0,0.0,1.0,0.0,4.0,10.0
ENSE00001133186_016 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,5.0
ENSE00001133186_017 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSE00001133186_018 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0
ENSE00001133186_019 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,9.0,0.0,9.0,0.0,0.0,11.0,0.0,4.0,1.0
ENSE00001133186_020 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,8.0,11.0,0.0,0.0,4.0,16.0,2.0,1.0
ENSE00001133186_021 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0
ENSE00001133186_022 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,8.0
ENSE00001133186_023 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,3.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0
ENSE00001133186_024 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,21.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0
ENSE00001133186_025 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00001133186_026 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,7.0,2.0,3.0,0.0,0.0,25.0,0.0,11.0,0.0
ENSE00001133186_027 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0
ENSE00001133186_028 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,10.0
ENSE00001133186_029 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,7.0,0.0
ENSE00001133186_030 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,6.0,22.0
ENSE00001133186_031 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
ENSE00001133186_032 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0
ENSE00001133186_033 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00001133186_034 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,9.0,0.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0
ENSE00001133186_035 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0
ENSE00001133186_036 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
ENSE00001133186_037 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0,1.0
ENSE00001133186_038 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,109.0,3.0,49.0,7.0,0.0,87.0,0.0,52.0,12.0
ENSE00001133186_039 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,54.0,0.0,14.0,0.0,0.0,25.0,0.0,15.0,0.0
ENSE00001133186_040 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
ENSE00001133186_041 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0
ENSE00001133186_042 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
ENSE00001133186_043 mut chr3:29941131-29941300 strand=1 len=65.51.54,0.0,6.0,0.0,1.0,0.0,0.0,19.0,0.0,13.0,1.0
