id,DP1S1,DP1S2,DP2S1,DP2S2,INT1S1,INT1S2,INT2S1,INT2S2,R1-PS,R2-PS,SP1S1,SP1S2,SP2S1,SP2S2
ENSE00000655414_BRK chr19:2136971-2137140 strand= - len=39.81.50,14.0,11.0,18.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
ENSE00000655829_000 chr22:41907836-41908005 strand= + len=44.93.33,0.0,0.0,0.0,0.0,136.0,92.0,70.0,70.0,28.0,15.0,29.0,0.0,13.0,0.0
ENSE00000655829_BRK chr22:41907836-41908005 strand= + len=44.93.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000656767_000 chr20:3340122-3340291 strand= - len=41.78.51,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,7.0,12.0,11.0,0.0,5.0,3.0
ENSE00000656767_BRK chr20:3340122-3340291 strand= - len=41.78.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
ENSE00000656890_000 chr14:50801232-50801401 strand= - len=51.57.62,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,8.0,12.0,11.0,0.0,4.0,0.0
ENSE00000656890_001 chr14:50801232-50801401 strand= - len=51.57.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSE00000656890_004 chr14:50801232-50801401 strand= - len=51.57.62,0.0,0.0,0.0,0.0,16.0,3.0,11.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0
ENSE00000656890_005 chr14:50801232-50801401 strand= - len=51.57.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSE00000657153_000 chr14:51232990-51233159 strand= - len=35.90.45,5.0,0.0,13.0,14.0,17.0,6.0,28.0,0.0,22.0,47.0,8.0,0.0,16.0,3.0
ENSE00000657153_002 chr14:51232990-51233159 strand= - len=35.90.45,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000657153_003 chr14:51232990-51233159 strand= - len=35.90.45,6.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0
ENSE00000657153_005 chr14:51232990-51233159 strand= - len=35.90.45,10.0,31.0,66.0,69.0,0.0,0.0,15.0,0.0,6.0,36.0,0.0,0.0,0.0,0.0
ENSE00000657153_006 chr14:51232990-51233159 strand= - len=35.90.45,5.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0
ENSE00000657153_007 chr14:51232990-51233159 strand= - len=35.90.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00000657153_008 chr14:51232990-51233159 strand= - len=35.90.45,4.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
ENSE00000657153_009 chr14:51232990-51233159 strand= - len=35.90.45,2.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
ENSE00000657153_010 chr14:51232990-51233159 strand= - len=35.90.45,0.0,0.0,2.0,0.0,24.0,33.0,13.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00000657153_011 chr14:51232990-51233159 strand= - len=35.90.45,0.0,0.0,12.0,15.0,3.0,0.0,10.0,0.0,8.0,18.0,1.0,0.0,0.0,0.0
ENSE00000657153_012 chr14:51232990-51233159 strand= - len=35.90.45,13.0,14.0,23.0,11.0,1.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
ENSE00000657153_014 chr14:51232990-51233159 strand= - len=35.90.45,22.0,51.0,37.0,79.0,1.0,0.0,4.0,0.0,4.0,6.0,1.0,0.0,2.0,0.0
ENSE00000657153_015 chr14:51232990-51233159 strand= - len=35.90.45,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000657153_016 chr14:51232990-51233159 strand= - len=35.90.45,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000657153_018 chr14:51232990-51233159 strand= - len=35.90.45,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,3.0,0.0
ENSE00000657153_019 chr14:51232990-51233159 strand= - len=35.90.45,0.0,0.0,9.0,11.0,22.0,9.0,6.0,0.0,8.0,4.0,5.0,0.0,0.0,0.0
ENSE00000657153_020 chr14:51232990-51233159 strand= - len=35.90.45,3.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
ENSE00000657153_021 chr14:51232990-51233159 strand= - len=35.90.45,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000657431_000 chr14:53149005-53149174 strand= - len=38.84.48,3.0,0.0,3.0,1.0,15.0,0.0,10.0,5.0,2.0,57.0,19.0,3.0,8.0,8.0
ENSE00000657431_001 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0
ENSE00000657431_002 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000657431_003 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000657431_004 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSE00000657431_009 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000657431_011 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,4.0,2.0,1.0
ENSE00000657431_013 chr14:53149005-53149174 strand= - len=38.84.48,20.0,17.0,2.0,18.0,1.0,0.0,0.0,0.0,7.0,4.0,4.0,1.0,5.0,2.0
ENSE00000657431_014 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0
ENSE00000657431_015 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000657431_016 chr14:53149005-53149174 strand= - len=38.84.48,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00000657431_BRK chr14:53149005-53149174 strand= - len=38.84.48,5.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
ENSE00000658029_000 chr14:58730366-58730535 strand= + len=57.66.47,0.0,2.0,9.0,20.0,3.0,13.0,3.0,4.0,4.0,25.0,14.0,9.0,11.0,5.0
ENSE00000658029_002 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,6.0,2.0,6.0,3.0,1.0,0.0
ENSE00000658029_003 chr14:58730366-58730535 strand= + len=57.66.47,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,23.0,10.0,6.0,3.0
ENSE00000658029_005 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,2.0,2.0,0.0
ENSE00000658029_006 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0
ENSE00000658029_009 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,12.0,9.0,16.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0
ENSE00000658029_011 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSE00000658029_012 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,1.0
ENSE00000658029_015 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
ENSE00000658029_016 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,15.0,3.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00000658029_018 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
ENSE00000658029_019 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ENSE00000658029_023 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000658029_024 chr14:58730366-58730535 strand= + len=57.66.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00000658082_000 chr20:4893496-4893665 strand= - len=30.99.41,10.0,1.0,6.0,3.0,20.0,5.0,14.0,0.0,71.0,56.0,124.0,14.0,102.0,8.0
ENSE00000658082_BRK chr20:4893496-4893665 strand= - len=30.99.41,13.0,4.0,46.0,40.0,1.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
ENSE00000658390_000 chr14:64691132-64691301 strand= + len=47.87.36,1.0,0.0,0.0,0.0,23.0,13.0,14.0,6.0,46.0,15.0,54.0,13.0,18.0,6.0
ENSE00000658390_003 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,11.0,0.0,5.0,0.0
ENSE00000658390_004 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,15.0,0.0,27.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
ENSE00000658390_005 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSE00000658390_006 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0
ENSE00000658390_008 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,5.0,0.0,10.0,0.0,5.0,0.0,6.0,1.0,8.0,1.0,7.0,0.0
ENSE00000658390_009 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,32.0,10.0,17.0,21.0,1.0,3.0,0.0,0.0,0.0,0.0
ENSE00000658390_016 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,9.0,7.0,0.0,4.0,0.0
ENSE00000658390_017 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00000658390_018 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
ENSE00000658390_020 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000658390_022 chr14:64691132-64691301 strand= + len=47.87.36,1.0,0.0,1.0,0.0,157.0,116.0,212.0,270.0,33.0,120.0,49.0,0.0,93.0,5.0
ENSE00000658390_023 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
ENSE00000658390_024 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,2.0,0.0
ENSE00000658390_025 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000658390_026 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,4.0,4.0,15.0,0.0,2.0,13.0,3.0,0.0,13.0,3.0
ENSE00000658390_028 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,8.0,3.0,12.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0
ENSE00000658390_029 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSE00000658390_030 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
ENSE00000658390_031 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
ENSE00000658390_032 chr14:64691132-64691301 strand= + len=47.87.36,8.0,12.0,4.0,0.0,36.0,25.0,43.0,81.0,7.0,6.0,1.0,0.0,0.0,0.0
ENSE00000658390_033 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,3.0,0.0,7.0,9.0,9.0,18.0,2.0,10.0,0.0,0.0,2.0,0.0
ENSE00000658390_034 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,9.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0
ENSE00000658390_035 chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000658390_BRK chr14:64691132-64691301 strand= + len=47.87.36,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000658402_000 chr14:64877748-64877917 strand= + len=60.60.50,28.0,3.0,27.0,23.0,63.0,22.0,83.0,41.0,211.0,171.0,354.0,111.0,310.0,118.0
ENSE00000658402_001 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000658402_002 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,18.0,7.0,25.0,11.0,6.0,1.0
ENSE00000658402_003 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,16.0,11.0,29.0,10.0,23.0,18.0
ENSE00000658402_004 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,14.0,3.0,10.0,1.0,3.0,6.0,5.0,0.0,2.0,0.0
ENSE00000658402_005 chr14:64877748-64877917 strand= + len=60.60.50,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0
ENSE00000658402_006 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,1.0,0.0,7.0,0.0,4.0,0.0,14.0,10.0,33.0,13.0,10.0,0.0
ENSE00000658402_007 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0
ENSE00000658402_008 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,6.0,8.0,1.0
ENSE00000658402_009 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,6.0,1.0
ENSE00000658402_010 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,2.0,9.0,5.0
ENSE00000658402_011 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,3.0,0.0,49.0,83.0,41.0,29.0,3.0,1.0,12.0,0.0,1.0,0.0
ENSE00000658402_012 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,2.0,0.0
ENSE00000658402_013 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,7.0,3.0,0.0,8.0,4.0
ENSE00000658402_014 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,14.0,10.0,8.0,0.0
ENSE00000658402_015 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000658402_016 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,5.0,3.0,2.0,3.0
ENSE00000658402_017 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
ENSE00000658402_018 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,1.0,32.0,2.0,6.0,1.0
ENSE00000658402_019 chr14:64877748-64877917 strand= + len=60.60.50,2.0,9.0,0.0,0.0,8.0,0.0,3.0,0.0,12.0,20.0,58.0,19.0,45.0,26.0
ENSE00000658402_020 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0
ENSE00000658402_021 chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,10.0,25.0,20.0,5.0,40.0,10.0
ENSE00000658402_BRK chr14:64877748-64877917 strand= + len=60.60.50,0.0,0.0,0.0,0.0,3.0,0.0,10.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0
ENSE00000658419_000 chr14:64908047-64908216 strand= + len=56.69.45,11.0,1.0,3.0,0.0,870.0,761.0,632.0,1207.0,107.0,106.0,21.0,0.0,11.0,0.0
ENSE00000658419_001 chr14:64908047-64908216 strand= + len=56.69.45,47.0,98.0,7.0,20.0,269.0,342.0,203.0,500.0,27.0,44.0,1.0,0.0,3.0,0.0
ENSE00000658419_002 chr14:64908047-64908216 strand= + len=56.69.45,3.0,0.0,0.0,0.0,32.0,11.0,47.0,50.0,30.0,14.0,63.0,0.0,23.0,1.0
ENSE00000658419_003 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,146.0,208.0,173.0,371.0,13.0,26.0,2.0,0.0,0.0,0.0
ENSE00000658419_004 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,79.0,61.0,82.0,85.0,20.0,6.0,3.0,0.0,1.0,0.0
ENSE00000658419_005 chr14:64908047-64908216 strand= + len=56.69.45,0.0,2.0,0.0,0.0,296.0,185.0,218.0,345.0,35.0,7.0,4.0,0.0,0.0,0.0
ENSE00000658419_006 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,10.0,15.0,3.0,16.0,5.0
ENSE00000658419_007 chr14:64908047-64908216 strand= + len=56.69.45,7.0,0.0,0.0,0.0,26.0,10.0,32.0,0.0,22.0,9.0,0.0,0.0,1.0,0.0
ENSE00000658419_008 chr14:64908047-64908216 strand= + len=56.69.45,20.0,42.0,57.0,27.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
ENSE00000658419_009 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,4.0,0.0,20.0,12.0,6.0,11.0,0.0,0.0,0.0,0.0
ENSE00000658419_010 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,17.0,14.0,17.0,0.0,20.0,4.0
ENSE00000658419_011 chr14:64908047-64908216 strand= + len=56.69.45,3.0,5.0,3.0,0.0,60.0,14.0,54.0,13.0,24.0,33.0,29.0,1.0,49.0,5.0
ENSE00000658419_012 chr14:64908047-64908216 strand= + len=56.69.45,103.0,139.0,134.0,228.0,9.0,0.0,5.0,0.0,24.0,5.0,3.0,0.0,2.0,0.0
ENSE00000658419_013 chr14:64908047-64908216 strand= + len=56.69.45,0.0,1.0,0.0,0.0,130.0,199.0,143.0,232.0,16.0,7.0,4.0,1.0,1.0,0.0
ENSE00000658419_014 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,59.0,109.0,49.0,100.0,10.0,16.0,0.0,0.0,0.0,0.0
ENSE00000658419_015 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,6.0,0.0,5.0,0.0,7.0,1.0,29.0,12.0,58.0,7.0,21.0,1.0
ENSE00000658419_016 chr14:64908047-64908216 strand= + len=56.69.45,1198.0,2583.0,442.0,833.0,66.0,12.0,116.0,43.0,94.0,54.0,5.0,0.0,1.0,1.0
ENSE00000658419_017 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,111.0,42.0,81.0,134.0,8.0,12.0,0.0,0.0,1.0,0.0
ENSE00000658419_018 chr14:64908047-64908216 strand= + len=56.69.45,61.0,153.0,43.0,37.0,21.0,0.0,7.0,0.0,6.0,9.0,0.0,0.0,1.0,0.0
ENSE00000658419_019 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,6.0,0.0,87.0,80.0,64.0,166.0,6.0,2.0,0.0,0.0,0.0,0.0
ENSE00000658419_020 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,119.0,73.0,94.0,135.0,25.0,8.0,1.0,0.0,0.0,0.0
ENSE00000658419_021 chr14:64908047-64908216 strand= + len=56.69.45,0.0,1.0,2.0,0.0,31.0,35.0,22.0,60.0,4.0,11.0,2.0,0.0,0.0,0.0
ENSE00000658419_022 chr14:64908047-64908216 strand= + len=56.69.45,3.0,0.0,0.0,0.0,89.0,161.0,71.0,225.0,17.0,3.0,4.0,0.0,1.0,0.0
ENSE00000658419_023 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,17.0,4.0,16.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
ENSE00000658419_024 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,58.0,79.0,75.0,91.0,0.0,11.0,1.0,0.0,0.0,0.0
ENSE00000658419_025 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,19.0,8.0,14.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0
ENSE00000658419_026 chr14:64908047-64908216 strand= + len=56.69.45,0.0,0.0,0.0,0.0,46.0,55.0,35.0,75.0,10.0,4.0,3.0,0.0,1.0,0.0
ENSE00000658419_027 chr14:64908047-64908216 strand= + len=56.69.45,1.0,0.0,0.0,0.0,218.0,205.0,168.0,202.0,20.0,23.0,4.0,0.0,1.0,0.0
ENSE00000658419_BRK chr14:64908047-64908216 strand= + len=56.69.45,70.0,148.0,71.0,98.0,3.0,0.0,8.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0
ENSE00000658602_000 chr14:67857342-67857511 strand= - len=38.84.48,1363.0,2351.0,1078.0,1640.0,101.0,6.0,113.0,23.0,161.0,146.0,26.0,0.0,31.0,1.0
ENSE00000658602_001 chr14:67857342-67857511 strand= - len=38.84.48,45.0,72.0,108.0,125.0,43.0,0.0,9.0,0.0,13.0,21.0,0.0,1.0,1.0,0.0
ENSE00000658602_002 chr14:67857342-67857511 strand= - len=38.84.48,72.0,112.0,96.0,136.0,17.0,0.0,13.0,9.0,25.0,31.0,4.0,0.0,3.0,0.0
ENSE00000658602_003 chr14:67857342-67857511 strand= - len=38.84.48,111.0,197.0,70.0,130.0,4.0,0.0,3.0,0.0,32.0,11.0,5.0,2.0,1.0,0.0
ENSE00000658602_004 chr14:67857342-67857511 strand= - len=38.84.48,45.0,71.0,12.0,9.0,11.0,4.0,0.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0
ENSE00000658602_005 chr14:67857342-67857511 strand= - len=38.84.48,89.0,182.0,67.0,140.0,19.0,0.0,6.0,0.0,23.0,22.0,0.0,0.0,1.0,0.0
ENSE00000658602_006 chr14:67857342-67857511 strand= - len=38.84.48,170.0,384.0,175.0,208.0,18.0,1.0,6.0,3.0,11.0,22.0,3.0,0.0,1.0,0.0
ENSE00000658602_007 chr14:67857342-67857511 strand= - len=38.84.48,687.0,1451.0,243.0,244.0,58.0,11.0,19.0,0.0,56.0,20.0,1.0,0.0,1.0,0.0
ENSE00000658602_008 chr14:67857342-67857511 strand= - len=38.84.48,243.0,428.0,241.0,376.0,151.0,7.0,95.0,18.0,110.0,72.0,11.0,1.0,9.0,0.0
ENSE00000658602_009 chr14:67857342-67857511 strand= - len=38.84.48,173.0,350.0,112.0,133.0,5.0,0.0,0.0,0.0,9.0,6.0,11.0,0.0,2.0,2.0
ENSE00000658602_010 chr14:67857342-67857511 strand= - len=38.84.48,3.0,14.0,12.0,0.0,6.0,0.0,6.0,11.0,8.0,7.0,0.0,0.0,4.0,0.0
ENSE00000658602_011 chr14:67857342-67857511 strand= - len=38.84.48,97.0,193.0,50.0,56.0,6.0,0.0,15.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0
ENSE00000658602_012 chr14:67857342-67857511 strand= - len=38.84.48,64.0,190.0,44.0,62.0,10.0,2.0,2.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0
ENSE00000658602_013 chr14:67857342-67857511 strand= - len=38.84.48,247.0,250.0,58.0,86.0,20.0,0.0,10.0,0.0,54.0,24.0,4.0,0.0,3.0,0.0
ENSE00000658602_014 chr14:67857342-67857511 strand= - len=38.84.48,66.0,103.0,157.0,311.0,10.0,0.0,1.0,0.0,16.0,21.0,7.0,1.0,1.0,0.0
ENSE00000658602_015 chr14:67857342-67857511 strand= - len=38.84.48,212.0,345.0,335.0,499.0,12.0,0.0,9.0,0.0,35.0,43.0,18.0,0.0,28.0,3.0
ENSE00000658602_016 chr14:67857342-67857511 strand= - len=38.84.48,165.0,395.0,75.0,152.0,9.0,0.0,8.0,0.0,20.0,11.0,1.0,0.0,2.0,0.0
ENSE00000658602_017 chr14:67857342-67857511 strand= - len=38.84.48,202.0,439.0,125.0,259.0,24.0,0.0,12.0,0.0,33.0,23.0,2.0,0.0,0.0,0.0
ENSE00000658602_018 chr14:67857342-67857511 strand= - len=38.84.48,89.0,206.0,133.0,195.0,48.0,38.0,71.0,52.0,11.0,20.0,2.0,0.0,1.0,0.0
ENSE00000658602_BRK chr14:67857342-67857511 strand= - len=38.84.48,71.0,147.0,58.0,90.0,5.0,0.0,2.0,0.0,6.0,11.0,2.0,0.0,0.0,0.0
